date,flow_rate,vibration,gen_temp,voltage,current,power_kw,rpm,anomaly_label
2026-05-01 08:01:32.600,0.5408,2.6397,58.4,219.7,176.53,38.782,744.8,normal
2026-05-01 08:01:32.700,0.553,2.8376,57.06,223.33,179.2,40.021,750.4,normal
2026-05-01 08:01:32.800,0.5401,2.4121,59.38,221.45,177.42,39.29,743.9,normal
2026-05-01 08:01:32.900,0.5402,2.8884,59.61,214.74,175.64,37.717,743.3,normal
2026-05-01 08:01:33.000,0.5482,3.1237,59.86,222.89,180.76,40.29,740.5,normal
2026-05-01 08:01:33.100,0.5451,2.6115,58.6,220.76,174.42,38.505,752.0,normal
2026-05-01 08:01:33.200,0.5466,2.5463,58.39,219.74,183.59,40.343,754.1,normal
2026-05-01 08:01:33.300,0.5389,2.4702,59.72,220.23,178.25,39.254,747.1,normal
2026-05-01 08:01:33.400,0.5579,3.1076,59.18,218.65,184.39,40.317,742.4,normal
2026-05-01 08:01:33.500,0.5438,2.7398,56.83,218.13,171.94,37.505,754.1,normal
2026-05-01 08:01:33.600,0.5484,2.7468,58.75,222.13,183.47,40.755,746.5,normal
2026-05-01 08:01:33.700,0.5411,2.847,59.1,220.04,179.81,39.566,751.5,normal
2026-05-01 08:01:33.800,0.5555,2.9954,58.13,217.51,182.79,39.759,758.4,normal
2026-05-01 08:01:33.900,0.5434,2.6915,58.93,223.35,174.7,39.02,735.7,normal
2026-05-01 08:01:34.000,0.5511,2.6463,57.79,219.48,178.86,39.257,746.0,normal
2026-05-01 08:01:34.100,0.5537,2.5932,58.86,216.83,185.97,40.323,751.9,normal
2026-05-01 08:01:34.200,0.5473,2.9385,58.38,217.75,183.87,40.038,755.6,normal
2026-05-01 08:01:34.300,0.5369,2.7401,57.54,221.18,174.55,38.607,742.7,normal
2026-05-01 08:01:34.400,0.5414,2.8402,60.0,221.89,179.18,39.758,743.9,normal
2026-05-01 08:01:34.500,0.5612,2.8517,54.86,220.41,187.89,41.414,760.1,normal
2026-05-01 08:01:34.600,0.5529,2.5624,59.57,222.41,175.43,39.018,739.5,normal
2026-05-01 08:01:34.700,0.5551,2.8386,57.81,219.34,185.51,40.691,757.3,normal
2026-05-01 08:01:34.800,0.5517,2.652,56.26,223.47,176.35,39.409,744.0,normal
2026-05-01 08:01:34.900,0.5397,2.5775,59.92,224.64,177.4,39.851,745.5,normal
2026-05-01 08:01:35.000,0.5411,2.9804,60.01,219.93,178.34,39.221,743.9,normal
2026-05-01 08:01:35.100,0.5339,2.7489,58.03,221.78,169.19,37.523,741.1,normal
2026-05-01 08:01:35.200,0.547,2.681,57.86,219.91,179.88,39.558,748.3,normal
2026-05-01 08:01:35.300,0.5533,2.3795,59.81,220.52,175.75,38.756,750.8,normal
2026-05-01 08:01:35.400,0.5402,2.9188,58.11,222.55,181.66,40.429,747.9,normal
2026-05-01 08:01:35.500,0.5485,2.9269,57.39,222.77,182.39,40.632,751.8,normal
2026-05-01 08:01:35.600,0.5648,2.6684,59.56,217.42,188.11,40.899,752.5,normal
2026-05-01 08:01:35.700,0.53,2.8696,55.81,221.98,171.14,37.99,749.5,normal
2026-05-01 08:01:35.800,0.5354,2.4682,60.87,221.82,174.83,38.781,747.5,normal
2026-05-01 08:01:35.900,0.5537,2.6229,59.77,219.17,182.67,40.035,741.2,normal
2026-05-01 08:01:36.000,0.5602,3.2504,57.95,219.33,187.57,41.139,748.3,normal
2026-05-01 08:01:36.100,0.547,2.8924,56.62,222.08,177.78,39.481,750.8,normal
2026-05-01 08:01:36.200,0.5488,2.7132,57.74,218.69,181.81,39.759,748.3,normal
2026-05-01 08:01:36.300,0.5576,3.0157,59.83,219.02,184.48,40.404,749.5,normal
2026-05-01 08:01:36.400,0.543,2.7944,57.29,221.26,176.68,39.093,744.1,normal
2026-05-01 08:01:36.500,0.5537,3.0121,56.17,220.21,184.6,40.651,755.1,normal
2026-05-01 08:01:36.600,0.539,2.6657,57.45,222.69,178.64,39.781,735.6,normal
2026-05-01 08:01:36.700,0.528,3.0147,60.9,221.69,171.6,38.043,745.6,normal
2026-05-01 08:01:36.800,0.5452,2.9653,58.7,219.74,177.68,39.043,755.8,normal
2026-05-01 08:01:36.900,0.5506,2.2903,55.91,219.64,178.08,39.112,761.8,normal
2026-05-01 08:01:37.000,0.5488,2.6714,57.07,221.78,178.07,39.492,745.5,normal
2026-05-01 08:01:37.100,0.558,3.2676,58.4,224.82,180.7,40.627,746.4,normal
2026-05-01 08:01:37.200,0.5622,2.6016,57.07,222.38,182.1,40.495,742.1,normal
2026-05-01 08:01:37.300,0.553,2.5996,59.79,222.6,182.09,40.533,753.0,normal
2026-05-01 08:01:37.400,0.5528,2.1389,58.06,219.38,178.91,39.249,753.9,normal
2026-05-01 08:01:37.500,0.5698,3.0848,57.71,218.41,192.13,41.963,751.0,normal
2026-05-01 08:01:37.600,0.5363,2.6698,58.63,221.21,178.04,39.384,747.6,normal
2026-05-01 08:01:37.700,0.5557,2.936,58.77,222.36,184.42,41.007,751.0,normal
2026-05-01 08:01:37.800,0.5582,2.6657,57.13,219.7,180.53,39.662,761.1,normal
2026-05-01 08:01:37.900,0.5568,2.5572,59.01,221.75,182.1,40.381,750.6,normal
2026-05-01 08:01:38.000,0.523,2.7508,56.85,222.73,168.7,37.575,744.8,normal
2026-05-01 08:01:38.100,0.5405,3.4594,57.24,219.5,170.88,37.508,742.9,normal
2026-05-01 08:01:38.200,0.5556,2.4428,57.63,215.73,184.26,39.751,754.9,normal
2026-05-01 08:01:38.300,0.5596,2.7096,58.88,218.17,183.99,40.141,751.7,normal
2026-05-01 08:01:38.400,0.5399,2.5912,58.61,224.61,176.58,39.661,748.2,normal
2026-05-01 08:01:38.500,0.5475,2.5364,57.7,219.25,177.23,38.857,748.3,normal
2026-05-01 08:01:38.600,0.5626,2.6593,61.07,218.48,183.02,39.986,753.4,normal
2026-05-01 08:01:38.700,0.5425,2.9458,57.14,221.17,172.63,38.182,758.7,normal
2026-05-01 08:01:38.800,0.5471,2.8754,57.77,217.85,184.46,40.185,748.1,normal
2026-05-01 08:01:38.900,0.5677,2.6912,59.55,219.61,187.11,41.091,750.5,normal
2026-05-01 08:01:39.000,0.5479,2.7094,58.45,222.19,185.26,41.162,737.8,normal
2026-05-01 08:01:39.100,0.5604,3.3806,58.02,219.14,177.8,38.962,756.8,normal
2026-05-01 08:01:39.200,0.5567,2.5264,57.38,216.75,183.44,39.759,752.6,normal
2026-05-01 08:01:39.300,0.5587,2.5661,60.71,220.98,184.15,40.695,746.9,normal
2026-05-01 08:01:39.400,0.5461,2.5402,58.1,220.02,178.12,39.191,760.8,normal
2026-05-01 08:01:39.500,0.5404,2.9428,56.2,216.52,173.82,37.637,750.2,normal
2026-05-01 08:01:39.600,0.5432,2.7287,58.88,221.1,178.89,39.553,747.7,normal
2026-05-01 08:01:39.700,0.537,2.7908,55.23,218.39,173.37,37.861,742.6,normal
2026-05-01 08:01:39.800,0.5454,2.7567,56.04,219.79,179.5,39.454,745.7,normal
2026-05-01 08:01:39.900,0.5533,3.0048,58.58,219.25,182.32,39.974,753.0,normal
2026-05-01 08:01:40.000,0.5608,2.3177,57.23,221.3,176.62,39.087,748.8,normal
2026-05-01 08:01:40.100,0.5487,2.3752,58.27,220.81,179.62,39.663,742.5,normal
2026-05-01 08:01:40.200,0.5367,3.1257,57.5,218.45,173.84,37.974,739.6,normal
2026-05-01 08:01:40.300,0.5576,3.0714,58.11,219.71,179.61,39.462,749.8,normal
2026-05-01 08:01:40.400,0.551,2.573,58.59,219.51,181.53,39.846,752.1,normal
2026-05-01 08:01:40.500,0.5699,3.0012,55.86,217.53,182.86,39.778,751.6,normal
2026-05-01 08:01:40.600,0.5448,2.4014,59.26,221.46,183.23,40.578,752.3,normal
2026-05-01 08:01:40.700,0.5449,3.0533,57.46,221.76,180.89,40.114,738.5,normal
2026-05-01 08:01:40.800,0.5404,2.4529,56.71,222.63,182.27,40.579,748.9,normal
2026-05-01 08:01:40.900,0.5696,2.8852,58.67,221.12,187.52,41.464,754.4,normal
2026-05-01 08:01:41.000,0.5574,3.1373,58.13,219.21,183.21,40.161,742.0,normal
2026-05-01 08:01:41.100,0.5514,2.9152,58.48,217.69,181.87,39.59,750.2,normal
2026-05-01 08:01:41.200,0.5538,2.7982,56.76,217.09,182.62,39.645,738.7,normal
2026-05-01 08:01:41.300,0.5708,2.9488,58.56,221.71,191.7,42.501,758.0,normal
2026-05-01 08:01:41.400,0.5414,3.3693,57.49,220.97,172.35,38.084,747.4,normal
2026-05-01 08:01:41.500,0.5631,2.8167,59.6,221.53,186.39,41.291,751.7,normal
2026-05-01 08:01:41.600,0.5577,2.873,59.52,218.56,183.88,40.19,750.0,normal
2026-05-01 08:01:41.700,0.5617,2.8664,57.62,218.16,181.09,39.507,748.2,normal
2026-05-01 08:01:41.800,0.5485,2.9524,57.1,221.55,179.99,39.875,752.2,normal
2026-05-01 08:01:41.900,0.569,3.3483,58.52,220.68,189.55,41.829,758.8,normal
2026-05-01 08:01:42.000,0.5379,2.7105,59.29,220.45,177.87,39.211,749.5,normal
2026-05-01 08:01:42.100,0.545,2.6254,59.61,219.68,176.03,38.671,746.7,normal
2026-05-01 08:01:42.200,0.545,2.8994,60.61,221.62,173.91,38.542,749.3,normal
2026-05-01 08:01:42.300,0.5831,3.1922,57.29,220.05,186.77,41.098,757.7,normal
2026-05-01 08:01:42.400,0.553,2.9197,56.37,221.56,186.46,41.313,756.3,normal
2026-05-01 08:01:42.500,0.5496,2.8906,59.35,219.72,172.3,37.856,740.3,normal
2026-05-01 08:01:42.600,0.5635,3.1421,57.81,218.4,183.5,40.077,745.0,normal
2026-05-01 08:01:42.700,0.5676,2.7365,57.06,218.41,181.73,39.693,753.2,normal
2026-05-01 08:01:42.800,0.5567,2.5625,57.54,223.36,183.95,41.088,752.6,normal
2026-05-01 08:01:42.900,0.5504,2.4483,58.46,220.69,181.19,39.987,749.7,normal
2026-05-01 08:01:43.000,0.5261,2.5081,56.33,222.03,174.57,38.76,750.4,normal
2026-05-01 08:01:43.100,0.5524,2.882,58.03,216.58,181.33,39.272,746.2,normal
2026-05-01 08:01:43.200,0.5403,2.6477,57.9,221.83,179.21,39.755,742.4,normal
2026-05-01 08:01:43.300,0.5494,2.8606,54.98,221.88,177.86,39.465,751.8,normal
2026-05-01 08:01:43.400,0.5579,2.6022,59.87,220.52,184.22,40.626,747.2,normal
2026-05-01 08:01:43.500,0.539,2.7207,59.58,222.37,174.95,38.904,747.2,normal
2026-05-01 08:01:43.600,0.5371,2.6333,57.23,217.61,169.94,36.981,748.2,normal
2026-05-01 08:01:43.700,0.5497,2.5511,54.01,220.18,177.84,39.155,745.8,normal
2026-05-01 08:01:43.800,0.5489,3.0176,58.45,220.11,181.09,39.86,744.8,normal
2026-05-01 08:01:43.900,0.5478,2.7971,59.06,218.85,181.55,39.731,751.2,normal
2026-05-01 08:01:44.000,0.5574,2.6547,57.4,218.72,180.03,39.375,745.0,normal
2026-05-01 08:01:44.100,0.5482,2.8778,57.54,221.71,182.05,40.362,749.2,normal
2026-05-01 08:01:44.200,0.555,2.3162,55.06,218.21,181.15,39.531,757.6,normal
2026-05-01 08:01:44.300,0.5348,2.1796,56.93,221.38,170.14,37.666,742.3,normal
2026-05-01 08:01:44.400,0.559,3.1032,57.09,222.03,183.19,40.674,746.1,normal
2026-05-01 08:01:44.500,0.5439,2.6216,56.38,220.92,181.03,39.992,740.7,normal
2026-05-01 08:01:44.600,0.5397,2.9666,57.89,220.61,179.67,39.637,747.0,normal
2026-05-01 08:01:44.700,0.5664,2.8622,60.42,222.11,187.63,41.675,754.5,normal
2026-05-01 08:01:44.800,0.5575,3.2098,56.98,220.21,183.7,40.452,743.4,normal
2026-05-01 08:01:44.900,0.5673,2.6555,56.29,221.02,186.59,41.24,756.9,normal
2026-05-01 08:01:45.000,0.5424,2.6057,58.08,218.74,182.15,39.844,748.5,normal
2026-05-01 08:01:45.100,0.5402,3.0133,58.89,224.98,176.63,39.737,741.6,normal
2026-05-01 08:01:45.200,0.5454,3.0847,56.07,217.74,174.95,38.095,750.8,normal
2026-05-01 08:01:45.300,0.5415,2.5875,57.44,220.85,179.88,39.726,753.6,normal
2026-05-01 08:01:45.400,0.5603,2.717,56.82,223.42,185.24,41.386,752.2,normal
2026-05-01 08:01:45.500,0.5599,2.4029,57.3,218.78,180.78,39.55,747.8,normal
2026-05-01 08:01:45.600,0.5544,2.9234,58.08,223.75,177.7,39.76,751.2,normal
2026-05-01 08:01:45.700,0.5558,2.4679,58.86,220.27,183.41,40.401,753.0,normal
2026-05-01 08:01:45.800,0.5363,2.921,59.32,223.5,178.89,39.982,745.2,normal
2026-05-01 08:01:45.900,0.5526,3.2915,59.76,221.37,185.19,40.994,741.5,normal
2026-05-01 08:01:46.000,0.5554,2.6018,57.64,219.27,186.28,40.846,747.2,normal
2026-05-01 08:01:46.100,0.5539,2.8773,57.66,215.37,175.7,37.841,748.4,normal
2026-05-01 08:01:46.200,0.543,3.3503,57.96,224.16,177.81,39.857,750.3,normal
2026-05-01 08:01:46.300,0.5418,2.8779,56.71,219.0,177.29,38.825,743.9,normal
2026-05-01 08:01:46.400,0.5528,2.6765,59.8,224.72,178.77,40.173,750.9,normal
2026-05-01 08:01:46.500,0.544,2.5544,55.42,223.45,176.75,39.495,752.7,normal
2026-05-01 08:01:46.600,0.5267,2.5364,60.56,216.77,169.28,36.694,750.8,normal
2026-05-01 08:01:46.700,0.5483,2.8224,60.0,219.43,181.84,39.903,742.5,normal
2026-05-01 08:01:46.800,0.5446,3.1568,58.27,218.56,175.79,38.421,746.6,normal
2026-05-01 08:01:46.900,0.5477,3.0293,58.29,219.06,183.22,40.136,741.3,normal
2026-05-01 08:01:47.000,0.5643,2.3809,54.76,223.44,184.63,41.255,753.7,normal
2026-05-01 08:01:47.100,0.5436,2.8808,58.78,224.07,181.56,40.683,744.3,normal
2026-05-01 08:01:47.200,0.5384,3.11,57.67,220.29,179.95,39.641,740.0,normal
2026-05-01 08:01:47.300,0.546,3.0627,55.54,222.0,177.45,39.394,738.3,normal
2026-05-01 08:01:47.400,0.5333,2.9992,57.43,217.75,172.1,37.474,751.4,normal
2026-05-01 08:01:47.500,0.5351,2.9587,57.66,220.14,179.19,39.445,748.6,normal
2026-05-01 08:01:47.600,0.5372,2.4975,59.0,221.53,174.02,38.551,743.6,normal
2026-05-01 08:01:47.700,0.5531,2.9274,54.05,219.46,183.47,40.264,742.1,normal
2026-05-01 08:01:47.800,0.5377,3.0177,58.35,218.31,171.12,37.357,747.9,normal
2026-05-01 08:01:47.900,0.5654,2.7744,59.25,216.82,186.02,40.333,756.7,normal
2026-05-01 08:01:48.000,0.5688,3.0122,60.93,218.59,187.3,40.942,764.4,normal
2026-05-01 08:01:48.100,0.5435,3.1195,55.71,216.89,179.83,39.002,747.3,normal
2026-05-01 08:01:48.200,0.5444,2.7542,56.71,221.23,178.07,39.395,750.1,normal
2026-05-01 08:01:48.300,0.5681,2.3907,59.77,222.14,179.72,39.923,756.7,normal
2026-05-01 08:01:48.400,0.5544,2.4416,59.74,222.14,183.63,40.793,759.1,normal
2026-05-01 08:01:48.500,0.5421,2.8413,57.21,220.04,179.93,39.591,742.3,normal
2026-05-01 08:01:48.600,0.5499,3.0038,57.31,218.13,178.56,38.949,750.5,normal
2026-05-01 08:01:48.700,0.5577,2.7513,55.58,217.06,179.41,38.943,755.9,normal
2026-05-01 08:01:48.800,0.5505,2.7652,58.89,221.31,178.57,39.52,742.0,normal
2026-05-01 08:01:48.900,0.5349,2.7104,57.9,218.47,175.91,38.431,747.3,normal
2026-05-01 08:01:49.000,0.5565,2.709,62.26,216.31,189.41,40.971,745.3,normal
2026-05-01 08:01:49.100,0.5405,2.4614,59.1,220.43,175.05,38.586,744.4,normal
2026-05-01 08:01:49.200,0.5561,2.6101,59.88,219.49,179.95,39.497,748.2,normal
2026-05-01 08:01:49.300,0.5496,2.2231,58.57,219.26,178.36,39.108,754.5,normal
2026-05-01 08:01:49.400,0.554,2.8784,58.75,220.29,185.26,40.811,742.9,normal
2026-05-01 08:01:49.500,0.5273,2.7922,57.37,224.01,168.73,37.796,739.4,normal
2026-05-01 08:01:49.600,0.5588,2.7813,59.02,218.91,187.97,41.149,750.3,normal
2026-05-01 08:01:49.700,0.5661,3.0846,56.53,217.01,186.87,40.554,752.8,normal
2026-05-01 08:01:49.800,0.5528,2.8085,57.85,223.12,171.9,38.354,755.9,normal
2026-05-01 08:01:49.900,0.5489,2.8647,56.54,222.46,176.15,39.188,749.3,normal
2026-05-01 08:01:50.000,0.5336,3.0844,58.47,220.62,175.92,38.811,743.7,normal
2026-05-01 08:01:50.100,0.5605,2.9464,57.55,224.17,180.04,40.359,747.5,normal
2026-05-01 08:01:50.200,0.548,3.1006,56.59,219.11,183.89,40.291,752.6,normal
2026-05-01 08:01:50.300,0.5314,2.5684,60.24,220.49,172.65,38.069,741.1,normal
2026-05-01 08:01:50.400,0.5369,2.2819,58.45,219.01,180.66,39.568,751.2,normal
2026-05-01 08:01:50.500,0.5409,2.6519,59.94,219.25,184.95,40.551,747.8,normal
2026-05-01 08:01:50.600,0.5298,2.4588,56.9,222.89,172.63,38.478,732.9,normal
2026-05-01 08:01:50.700,0.5473,2.6437,60.05,220.87,178.65,39.458,750.0,normal
2026-05-01 08:01:50.800,0.5608,3.3561,56.89,221.37,186.91,41.377,762.6,normal
2026-05-01 08:01:50.900,0.5469,2.8717,58.54,219.05,179.45,39.307,744.4,normal
2026-05-01 08:01:51.000,0.5356,2.8059,59.27,221.6,170.33,37.745,750.1,normal
2026-05-01 08:01:51.100,0.5643,2.6599,59.51,222.17,186.45,41.424,746.4,normal
2026-05-01 08:01:51.200,0.5515,2.2807,56.09,220.38,176.03,38.794,753.2,normal
2026-05-01 08:01:51.300,0.5374,2.929,56.55,220.85,178.52,39.426,747.9,normal
2026-05-01 08:01:51.400,0.5518,2.6265,57.66,218.93,176.36,38.61,749.5,normal
2026-05-01 08:01:51.500,0.5489,2.5953,54.98,221.67,177.95,39.446,749.2,normal
2026-05-01 08:01:51.600,0.5657,3.175,58.99,217.96,184.87,40.295,753.3,normal
2026-05-01 08:01:51.700,0.5516,2.8673,59.23,221.32,184.17,40.76,753.4,normal
2026-05-01 08:01:51.800,0.547,2.6263,57.98,220.83,177.53,39.204,748.4,normal
2026-05-01 08:01:51.900,0.5448,2.717,58.62,221.82,183.62,40.731,753.2,normal
2026-05-01 08:01:52.000,0.5629,2.7019,55.85,220.83,182.54,40.31,748.6,normal
2026-05-01 08:01:52.100,0.546,3.2953,58.37,221.18,178.6,39.503,741.5,normal
2026-05-01 08:01:52.200,0.5467,2.882,57.84,219.95,180.3,39.658,750.5,normal
2026-05-01 08:01:52.300,0.5524,2.4204,60.65,216.18,177.99,38.48,746.0,normal
2026-05-01 08:01:52.400,0.5319,2.3035,56.56,222.3,172.96,38.449,741.1,normal
2026-05-01 08:01:52.500,0.5551,2.758,58.73,220.08,189.58,41.723,751.2,normal
2026-05-01 08:01:52.600,0.5449,2.9084,56.71,217.67,174.45,37.972,750.8,normal
2026-05-01 08:01:52.700,0.5439,2.8405,57.47,222.12,177.37,39.397,748.1,normal
2026-05-01 08:01:52.800,0.5551,2.8723,56.87,215.07,175.83,37.816,751.7,normal
2026-05-01 08:01:52.900,0.5467,2.6558,55.42,218.4,179.29,39.157,748.6,normal
2026-05-01 08:01:53.000,0.5386,2.5303,60.89,219.5,175.95,38.62,740.2,normal
2026-05-01 08:01:53.100,0.5474,2.6047,56.27,220.18,175.68,38.681,744.8,normal
2026-05-01 08:01:53.200,0.5336,2.6004,55.63,220.24,171.53,37.778,745.1,normal
2026-05-01 08:01:53.300,0.5535,2.7636,59.22,218.7,177.68,38.86,750.6,normal
2026-05-01 08:01:53.400,0.5467,3.014,57.9,219.61,178.46,39.192,751.6,normal
2026-05-01 08:01:53.500,0.5562,2.699,58.62,224.3,179.87,40.344,755.9,normal
2026-05-01 08:01:53.600,0.5379,3.0007,58.85,221.22,174.22,38.543,734.5,normal
2026-05-01 08:01:53.700,0.5372,2.9864,57.74,216.45,177.59,38.44,737.5,normal
2026-05-01 08:01:53.800,0.5445,2.6531,57.99,217.03,179.58,38.976,750.4,normal
2026-05-01 08:01:53.900,0.5473,2.7092,53.87,223.21,178.44,39.83,751.8,normal
2026-05-01 08:01:54.000,0.5507,2.8457,59.03,218.72,183.29,40.09,757.0,normal
2026-05-01 08:01:54.100,0.5486,2.8502,59.47,220.83,178.42,39.399,747.0,normal
2026-05-01 08:01:54.200,0.5578,2.8313,57.24,221.58,188.44,41.754,753.4,normal
2026-05-01 08:01:54.300,0.5559,2.7843,57.34,217.76,179.64,39.119,743.2,normal
2026-05-01 08:01:54.400,0.5454,3.0403,55.22,221.02,179.58,39.691,749.7,normal
2026-05-01 08:01:54.500,0.539,2.4647,60.64,218.79,177.76,38.893,747.6,normal
2026-05-01 08:01:54.600,0.5354,2.4536,58.74,219.38,174.38,38.256,751.6,normal
2026-05-01 08:01:54.700,0.5496,2.3943,59.76,221.69,179.03,39.688,751.3,normal
2026-05-01 08:01:54.800,0.5414,2.9561,55.78,221.73,177.35,39.324,756.6,normal
2026-05-01 08:01:54.900,0.5601,2.6391,59.25,220.99,183.4,40.529,746.1,normal
2026-05-01 08:01:55.000,0.5452,2.727,58.03,217.91,179.18,39.044,757.1,normal
2026-05-01 08:01:55.100,0.5555,2.5805,55.16,221.0,182.58,40.351,745.4,normal
2026-05-01 08:01:55.200,0.5512,2.9378,60.71,220.23,181.58,39.989,748.5,normal
2026-05-01 08:01:55.300,0.5762,2.5195,58.27,220.61,188.82,41.657,746.4,normal
2026-05-01 08:01:55.400,0.5334,2.46,59.98,221.0,173.57,38.359,738.9,normal
2026-05-01 08:01:55.500,0.5491,2.5923,56.15,221.75,177.3,39.316,747.4,normal
2026-05-01 08:01:55.600,0.5283,2.7749,59.21,220.08,166.25,36.587,743.1,normal
2026-05-01 08:01:55.700,0.5398,2.7165,58.52,222.41,177.71,39.524,740.1,normal
2026-05-01 08:01:55.800,0.5304,2.6306,58.3,218.0,174.41,38.021,749.5,normal
2026-05-01 08:01:55.900,0.5522,3.0196,57.62,216.76,187.28,40.594,760.4,normal
2026-05-01 08:01:56.000,0.5545,2.7767,56.27,219.22,181.55,39.799,746.9,normal
2026-05-01 08:01:56.100,0.5533,3.2393,57.07,219.18,181.8,39.849,741.6,normal
2026-05-01 08:01:56.200,0.5498,2.9205,59.35,220.71,177.97,39.279,745.6,normal
2026-05-01 08:01:56.300,0.5545,3.1465,58.89,221.19,181.19,40.076,744.3,normal
2026-05-01 08:01:56.400,0.5482,3.2497,59.93,219.82,182.74,40.171,744.4,normal
2026-05-01 08:01:56.500,0.5474,2.4709,57.28,221.32,180.17,39.876,740.8,normal
2026-05-01 08:01:56.600,0.5362,2.6147,56.88,219.81,173.62,38.163,752.3,normal
2026-05-01 08:01:56.700,0.5417,2.9046,59.93,221.82,177.86,39.454,745.7,normal
2026-05-01 08:01:56.800,0.5581,3.2842,56.39,220.32,180.17,39.695,754.9,normal
2026-05-01 08:01:56.900,0.5438,2.5429,57.07,220.96,174.82,38.629,747.9,normal
2026-05-01 08:01:57.000,0.5587,2.2623,53.97,220.35,183.59,40.454,748.1,normal
2026-05-01 08:01:57.100,0.5615,3.0749,59.61,222.27,184.73,41.06,749.2,normal
2026-05-01 08:01:57.200,0.5612,2.8658,57.92,215.2,178.63,38.44,760.0,normal
2026-05-01 08:01:57.300,0.5441,2.5942,59.42,221.79,179.73,39.863,748.7,normal
2026-05-01 08:01:57.400,0.5724,2.2695,57.43,222.18,187.74,41.712,750.3,normal
2026-05-01 08:01:57.500,0.5485,2.7332,60.48,217.41,180.69,39.286,757.8,normal
2026-05-01 08:01:57.600,0.5505,2.6726,56.24,223.29,176.77,39.472,752.3,normal
2026-05-01 08:01:57.700,0.5415,2.3084,58.33,217.77,176.47,38.43,740.8,normal
2026-05-01 08:01:57.800,0.5383,2.8222,56.41,220.53,170.47,37.595,750.1,normal
2026-05-01 08:01:57.900,0.5661,2.5959,57.21,218.24,185.61,40.506,756.9,normal
2026-05-01 08:01:58.000,0.5438,2.1911,59.89,217.92,174.3,37.983,739.9,normal
2026-05-01 08:01:58.100,0.5376,2.7135,58.67,217.0,174.52,37.869,745.8,normal
2026-05-01 08:01:58.200,0.5478,2.6478,56.55,218.22,182.96,39.926,750.7,normal
2026-05-01 08:01:58.300,0.5607,2.9056,58.61,219.39,185.25,40.641,749.7,normal
2026-05-01 08:01:58.400,0.5523,3.2364,58.07,223.13,183.22,40.88,745.9,normal
2026-05-01 08:01:58.500,0.5374,2.9196,57.63,220.35,176.29,38.845,745.9,normal
2026-05-01 08:01:58.600,0.5542,2.5612,58.83,218.65,181.3,39.641,752.2,normal
2026-05-01 08:01:58.700,0.5537,2.9231,58.71,221.21,183.39,40.567,752.0,normal
2026-05-01 08:01:58.800,0.5535,2.6729,57.0,218.83,182.18,39.867,749.9,normal
2026-05-01 08:01:58.900,0.5558,2.6309,56.87,220.92,177.9,39.302,756.6,normal
2026-05-01 08:01:59.000,0.5548,2.9219,58.03,217.34,176.57,38.376,750.2,normal
2026-05-01 08:01:59.100,0.5534,2.7072,59.56,220.83,178.25,39.362,752.8,normal
2026-05-01 08:01:59.200,0.5542,2.6475,58.9,218.96,185.75,40.672,748.0,normal
2026-05-01 08:01:59.300,0.5629,2.8074,58.28,218.34,183.17,39.993,752.5,normal
2026-05-01 08:01:59.400,0.5451,2.6891,59.42,219.61,183.61,40.323,747.3,normal
2026-05-01 08:01:59.500,0.5477,2.5448,59.4,218.84,182.61,39.962,748.6,normal
2026-05-01 08:01:59.600,0.5429,2.8988,58.05,219.99,180.83,39.78,745.4,normal
2026-05-01 08:01:59.700,0.5391,2.4094,56.98,221.27,173.76,38.449,742.1,normal
2026-05-01 08:01:59.800,0.55,2.7239,57.87,217.43,179.05,38.931,753.8,normal
2026-05-01 08:01:59.900,0.554,2.8982,56.86,219.44,177.56,38.964,752.6,normal
2026-05-01 08:02:00.000,0.5479,3.0111,57.43,218.33,178.94,39.069,757.0,normal
2026-05-01 08:02:00.100,0.5524,2.6204,59.36,219.81,176.85,38.872,751.1,normal
2026-05-01 08:02:00.200,0.5517,3.1817,57.94,219.9,174.17,38.299,750.9,normal
2026-05-01 08:02:00.300,0.541,2.6795,59.85,218.09,177.36,38.681,741.2,normal
2026-05-01 08:02:00.400,0.5361,2.884,58.33,220.23,177.66,39.127,740.0,normal
2026-05-01 08:02:00.500,0.5419,2.6905,59.08,216.54,176.18,38.151,750.0,normal
2026-05-01 08:02:00.600,0.5348,2.8435,59.67,220.12,178.03,39.187,744.2,normal
2026-05-01 08:02:00.700,0.5521,2.8089,57.34,224.42,179.88,40.371,751.1,normal
2026-05-01 08:02:00.800,0.5446,2.6392,57.78,218.57,175.39,38.335,748.2,normal
2026-05-01 08:02:00.900,0.5714,2.6959,57.73,218.68,188.87,41.302,761.6,normal
2026-05-01 08:02:01.000,0.5624,2.3989,56.41,219.02,179.9,39.401,748.9,normal
2026-05-01 08:02:01.100,0.5441,2.4532,57.49,219.71,178.83,39.29,749.3,normal
2026-05-01 08:02:01.200,0.5631,2.7804,58.25,222.41,184.7,41.078,748.2,normal
2026-05-01 08:02:01.300,0.5222,2.4605,57.35,217.69,170.85,37.191,750.4,normal
2026-05-01 08:02:01.400,0.5569,2.2352,55.73,216.29,188.98,40.874,754.0,normal
2026-05-01 08:02:01.500,0.5636,2.0567,57.66,222.99,181.67,40.509,752.4,normal
2026-05-01 08:02:01.600,0.5295,2.8294,58.19,221.59,170.41,37.761,747.9,normal
