date,flow_rate,vibration,gen_temp,voltage,current,power_kw,head_pressure,rpm,anomaly_label
2026-05-01T08:22:23.600,0.721,2.77,60.6,223.3,232.9,51.99,1.593,768.3,normal
2026-05-01T08:22:23.700,0.689,3.17,60.1,220.0,227.1,49.96,1.545,766.6,normal
2026-05-01T08:22:23.800,0.702,3.12,61.4,221.6,230.2,51.02,1.524,770.7,normal
2026-05-01T08:22:23.900,0.7,2.8,61.0,224.7,230.2,51.73,1.549,764.8,normal
2026-05-01T08:22:24.000,0.7,2.56,60.0,223.8,229.4,51.34,1.522,769.3,normal
2026-05-01T08:22:24.100,0.689,2.59,63.2,221.7,224.9,49.86,1.509,766.6,normal
2026-05-01T08:22:24.200,0.707,2.93,59.0,223.3,230.6,51.5,1.522,767.8,normal
2026-05-01T08:22:24.300,0.689,3.28,61.0,221.3,226.3,50.08,1.503,766.8,normal
2026-05-01T08:22:24.400,0.708,2.89,62.2,222.9,231.6,51.63,1.555,769.6,normal
2026-05-01T08:22:24.500,0.702,2.44,61.5,222.8,228.9,50.98,1.522,769.0,normal
2026-05-01T08:22:24.600,0.702,3.0,62.2,223.9,235.8,52.79,1.532,769.5,normal
2026-05-01T08:22:24.700,0.706,3.18,60.0,221.9,228.1,50.62,1.539,771.5,normal
2026-05-01T08:22:24.800,0.693,3.06,61.3,222.0,228.4,50.72,1.534,768.7,normal
2026-05-01T08:22:24.900,0.709,2.7,61.7,220.8,235.0,51.88,1.544,767.8,normal
2026-05-01T08:22:25.000,0.706,2.93,57.7,220.1,232.1,51.09,1.557,768.5,normal
2026-05-01T08:22:25.100,0.692,2.63,58.7,222.7,227.2,50.59,1.557,765.7,normal
2026-05-01T08:22:25.200,0.703,2.41,61.2,221.2,230.1,50.88,1.542,772.5,normal
2026-05-01T08:22:25.300,0.706,2.91,59.9,220.1,232.1,51.09,1.553,771.3,normal
2026-05-01T08:22:25.400,0.714,2.48,60.8,223.5,234.3,52.38,1.578,769.3,normal
2026-05-01T08:22:25.500,0.702,2.58,61.2,222.7,227.6,50.7,1.545,768.7,normal
2026-05-01T08:22:25.600,0.691,2.44,60.4,222.8,226.3,50.43,1.523,765.7,normal
2026-05-01T08:22:25.700,0.705,2.46,60.1,222.5,230.0,51.17,1.555,769.7,normal
2026-05-01T08:22:25.800,0.703,2.91,59.9,221.8,226.7,50.27,1.547,769.2,normal
2026-05-01T08:22:25.900,0.689,2.96,60.3,222.8,226.5,50.48,1.52,767.7,normal
2026-05-01T08:22:26.000,0.696,3.09,59.7,225.1,233.6,52.58,1.538,766.9,normal
2026-05-01T08:22:26.100,0.712,2.87,61.4,221.5,231.4,51.25,1.525,768.8,normal
2026-05-01T08:22:26.200,0.698,2.7,61.2,224.7,229.3,51.53,1.553,769.4,normal
2026-05-01T08:22:26.300,0.713,2.86,62.2,222.7,232.9,51.88,1.574,769.5,normal
2026-05-01T08:22:26.400,0.716,2.63,60.5,221.3,234.3,51.85,1.55,767.0,normal
2026-05-01T08:22:26.500,0.7,2.97,60.2,221.1,230.4,50.94,1.553,769.6,normal
2026-05-01T08:22:26.600,0.706,3.1,60.8,223.2,230.4,51.43,1.58,769.0,normal
2026-05-01T08:22:26.700,0.699,2.96,61.1,222.4,230.4,51.25,1.525,769.3,normal
2026-05-01T08:22:26.800,0.689,2.64,60.2,224.3,222.7,49.96,1.545,766.8,normal
2026-05-01T08:22:26.900,0.698,2.79,60.8,221.6,226.4,50.17,1.528,770.3,normal
2026-05-01T08:22:27.000,0.703,2.77,63.0,224.1,227.3,50.92,1.52,768.6,normal
2026-05-01T08:22:27.100,0.706,2.59,59.6,224.4,234.0,52.5,1.529,766.8,normal
2026-05-01T08:22:27.200,0.703,2.43,58.4,220.0,229.5,50.5,1.525,767.0,normal
2026-05-01T08:22:27.300,0.709,2.62,59.5,222.0,228.7,50.78,1.561,769.9,normal
2026-05-01T08:22:27.400,0.697,2.96,62.7,223.2,229.4,51.2,1.527,765.2,normal
2026-05-01T08:22:27.500,0.697,2.77,58.2,222.9,229.7,51.19,1.543,769.6,normal
2026-05-01T08:22:27.600,0.7,2.69,59.2,224.2,228.2,51.16,1.556,768.1,normal
2026-05-01T08:22:27.700,0.694,2.92,60.6,223.4,222.7,49.74,1.529,768.7,normal
2026-05-01T08:22:27.800,0.715,2.98,59.2,224.9,230.3,51.8,1.545,768.6,normal
2026-05-01T08:22:27.900,0.698,3.09,60.7,223.7,233.0,52.1,1.551,768.1,normal
2026-05-01T08:22:28.000,0.711,2.67,60.2,223.0,237.8,53.03,1.563,769.8,normal
2026-05-01T08:22:28.100,0.722,2.92,60.9,223.8,240.5,53.83,1.559,770.1,normal
2026-05-01T08:22:28.200,0.71,2.57,59.3,221.8,236.1,52.37,1.548,769.3,normal
2026-05-01T08:22:28.300,0.699,2.4,59.9,220.4,225.4,49.68,1.56,768.6,normal
2026-05-01T08:22:28.400,0.718,2.71,61.1,222.8,236.3,52.66,1.552,769.8,normal
2026-05-01T08:22:28.500,0.713,2.88,59.1,223.4,232.5,51.96,1.551,770.3,normal
2026-05-01T08:22:28.600,0.711,2.8,59.0,223.4,236.1,52.74,1.548,768.0,normal
2026-05-01T08:22:28.700,0.693,2.67,58.9,223.0,227.9,50.82,1.523,770.1,normal
2026-05-01T08:22:28.800,0.702,2.49,61.7,223.3,231.5,51.71,1.555,770.1,normal
2026-05-01T08:22:28.900,0.729,2.99,61.9,222.5,238.6,53.09,1.56,769.9,normal
2026-05-01T08:22:29.000,0.723,2.75,61.5,221.7,233.1,51.67,1.558,770.2,normal
2026-05-01T08:22:29.100,0.703,2.72,60.3,222.4,229.5,51.06,1.56,768.3,normal
2026-05-01T08:22:29.200,0.716,2.86,59.1,222.0,235.6,52.32,1.567,771.0,normal
2026-05-01T08:22:29.300,0.712,2.61,63.1,223.6,233.4,52.19,1.559,770.9,normal
2026-05-01T08:22:29.400,0.707,3.1,59.4,224.3,226.4,50.78,1.561,770.8,normal
2026-05-01T08:22:29.500,0.699,2.6,62.7,220.4,229.1,50.5,1.52,770.0,normal
2026-05-01T08:22:29.600,0.703,2.59,64.0,224.1,227.3,50.94,1.514,769.8,normal
2026-05-01T08:22:29.700,0.689,2.51,60.9,222.6,231.8,51.59,1.537,769.8,normal
2026-05-01T08:22:29.800,0.707,2.82,60.9,221.5,231.3,51.22,1.549,768.6,normal
2026-05-01T08:22:29.900,0.706,2.56,60.0,221.3,229.2,50.74,1.575,769.5,normal
2026-05-01T08:22:30.000,0.71,2.9,59.4,223.9,231.1,51.74,1.579,771.9,normal
2026-05-01T08:22:30.100,0.703,3.33,60.4,220.8,231.9,51.19,1.525,768.6,normal
2026-05-01T08:22:30.200,0.692,2.79,61.6,221.6,228.6,50.66,1.566,766.7,normal
2026-05-01T08:22:30.300,0.712,2.4,60.4,219.7,232.8,51.13,1.518,769.1,normal
2026-05-01T08:22:30.400,0.702,3.12,61.2,222.0,230.6,51.19,1.547,771.2,normal
2026-05-01T08:22:30.500,0.707,2.66,61.0,221.3,230.4,51.0,1.53,766.1,normal
2026-05-01T08:22:30.600,0.715,2.33,61.1,220.1,232.0,51.07,1.537,768.5,normal
2026-05-01T08:22:30.700,0.685,2.69,59.7,223.7,223.9,50.08,1.543,767.5,normal
2026-05-01T08:22:30.800,0.709,2.85,59.7,220.6,231.8,51.13,1.536,768.1,normal
2026-05-01T08:22:30.900,0.706,2.27,60.2,222.3,236.1,52.48,1.542,767.2,normal
2026-05-01T08:22:31.000,0.706,2.93,58.8,223.1,229.9,51.29,1.528,769.3,normal
2026-05-01T08:22:31.100,0.703,2.54,57.9,220.6,228.3,50.36,1.568,763.9,normal
2026-05-01T08:22:31.200,0.704,2.89,59.6,221.2,227.2,50.27,1.528,766.7,normal
2026-05-01T08:22:31.300,0.689,2.82,57.8,223.8,222.8,49.86,1.563,766.4,normal
2026-05-01T08:22:31.400,0.702,2.71,58.6,222.4,229.2,50.97,1.534,767.8,normal
2026-05-01T08:22:31.500,0.704,3.13,62.0,219.7,227.7,50.01,1.542,766.5,normal
2026-05-01T08:22:31.600,0.697,2.67,60.0,222.4,227.8,50.67,1.532,765.1,normal
2026-05-01T08:22:31.700,0.732,2.68,61.6,225.4,240.1,54.1,1.527,773.7,normal
2026-05-01T08:22:31.800,0.713,2.99,60.1,222.8,236.2,52.65,1.53,770.1,normal
2026-05-01T08:22:31.900,0.72,3.03,59.6,223.6,229.5,51.31,1.562,770.6,normal
2026-05-01T08:22:32.000,0.711,2.75,60.6,222.5,231.5,51.51,1.549,766.1,normal
2026-05-01T08:22:32.100,0.695,2.91,62.0,218.7,225.9,49.41,1.522,765.3,normal
2026-05-01T08:22:32.200,0.701,2.53,59.2,221.5,231.5,51.27,1.556,768.1,normal
2026-05-01T08:22:32.300,0.723,3.1,60.2,223.7,234.2,52.4,1.552,766.8,normal
2026-05-01T08:22:32.400,0.7,2.21,62.3,222.8,229.3,51.09,1.544,772.5,normal
2026-05-01T08:22:32.500,0.689,2.99,60.2,222.9,228.1,50.84,1.539,767.3,normal
2026-05-01T08:22:32.600,0.707,2.62,60.9,223.9,228.6,51.17,1.551,768.6,normal
2026-05-01T08:22:32.700,0.733,2.48,63.4,223.1,236.2,52.7,1.569,770.8,normal
2026-05-01T08:22:32.800,0.708,2.84,59.4,219.7,234.6,51.53,1.571,765.3,normal
2026-05-01T08:22:32.900,0.711,2.84,59.8,221.5,226.8,50.23,1.568,767.6,normal
2026-05-01T08:22:33.000,0.7,2.9,64.0,221.1,227.1,50.21,1.553,767.6,normal
2026-05-01T08:22:33.100,0.689,2.95,60.0,222.0,223.9,49.71,1.547,766.7,normal
2026-05-01T08:22:33.200,0.705,2.8,59.2,221.9,231.3,51.32,1.516,765.5,normal
2026-05-01T08:22:33.300,0.693,3.05,59.9,221.5,230.9,51.16,1.553,769.0,normal
2026-05-01T08:22:33.400,0.715,2.6,61.2,220.7,237.3,52.36,1.523,769.3,normal
2026-05-01T08:22:33.500,0.697,2.4,60.6,222.5,229.2,51.01,1.546,766.9,normal
2026-05-01T08:22:33.600,0.697,2.56,60.7,221.6,221.8,49.15,1.568,764.2,normal
2026-05-01T08:22:33.700,0.701,2.47,60.2,222.8,228.0,50.8,1.507,768.4,normal
2026-05-01T08:22:33.800,0.71,3.21,58.7,225.8,233.2,52.66,1.594,766.4,normal
2026-05-01T08:22:33.900,0.711,2.82,60.9,221.4,227.8,50.44,1.514,771.4,normal
2026-05-01T08:22:34.000,0.696,2.41,61.6,222.5,223.3,49.68,1.557,768.2,normal
2026-05-01T08:22:34.100,0.705,3.03,57.8,221.2,229.9,50.87,1.518,766.3,normal
2026-05-01T08:22:34.200,0.682,2.61,59.9,222.7,219.0,48.78,1.513,769.4,normal
2026-05-01T08:22:34.300,0.7,2.21,60.9,225.3,231.0,52.05,1.555,765.8,normal
2026-05-01T08:22:34.400,0.7,2.85,60.6,225.0,232.6,52.33,1.544,765.6,normal
2026-05-01T08:22:34.500,0.696,2.9,62.2,219.8,226.8,49.85,1.55,766.8,normal
2026-05-01T08:22:34.600,0.703,2.99,62.1,223.8,227.0,50.8,1.525,766.8,normal
2026-05-01T08:22:34.700,0.708,2.68,61.6,221.2,232.6,51.43,1.526,771.4,normal
2026-05-01T08:22:34.800,0.699,2.28,61.1,219.3,227.8,49.96,1.53,769.0,normal
2026-05-01T08:22:34.900,0.724,2.66,60.0,221.5,235.1,52.08,1.565,772.2,normal
2026-05-01T08:22:35.000,0.697,3.12,60.7,222.7,225.6,50.24,1.503,766.4,normal
2026-05-01T08:22:35.100,0.685,2.68,62.4,222.2,225.8,50.18,1.53,763.8,normal
2026-05-01T08:22:35.200,0.699,2.65,60.6,221.6,232.2,51.46,1.54,769.4,normal
2026-05-01T08:22:35.300,0.691,2.9,59.0,218.8,222.7,48.72,1.553,769.1,normal
2026-05-01T08:22:35.400,0.697,2.49,59.3,221.0,226.9,50.14,1.516,764.9,normal
2026-05-01T08:22:35.500,0.692,3.16,61.1,221.2,225.7,49.91,1.572,770.9,normal
2026-05-01T08:22:35.600,0.707,2.85,62.0,220.5,230.5,50.81,1.523,767.3,normal
2026-05-01T08:22:35.700,0.684,2.76,60.5,222.2,227.4,50.52,1.561,764.4,normal
2026-05-01T08:22:35.800,0.699,2.8,61.4,221.1,232.3,51.38,1.515,767.9,normal
2026-05-01T08:22:35.900,0.705,2.79,61.9,221.7,233.0,51.67,1.581,769.2,normal
2026-05-01T08:22:36.000,0.706,2.64,59.9,222.9,231.7,51.62,1.547,766.0,normal
2026-05-01T08:22:36.100,0.708,3.06,61.2,223.0,227.4,50.72,1.556,767.7,normal
2026-05-01T08:22:36.200,0.706,2.69,63.3,221.2,228.0,50.45,1.556,766.2,normal
2026-05-01T08:22:36.300,0.705,2.73,63.3,224.0,230.5,51.64,1.535,769.2,normal
2026-05-01T08:22:36.400,0.698,2.73,60.9,221.0,226.3,50.02,1.557,765.3,normal
2026-05-01T08:22:36.500,0.708,2.72,60.4,221.8,231.4,51.33,1.537,765.7,normal
2026-05-01T08:22:36.600,0.696,3.37,61.8,223.2,224.9,50.18,1.522,768.0,normal
2026-05-01T08:22:36.700,0.706,2.63,61.3,221.9,228.7,50.75,1.536,768.8,normal
2026-05-01T08:22:36.800,0.716,2.89,59.5,225.0,236.6,53.24,1.586,768.4,normal
2026-05-01T08:22:36.900,0.693,2.78,61.5,222.5,224.3,49.91,1.549,769.1,normal
2026-05-01T08:22:37.000,0.711,2.98,61.2,223.4,234.4,52.37,1.534,769.4,normal
2026-05-01T08:22:37.100,0.705,2.77,59.7,223.2,233.0,52.01,1.587,768.9,normal
2026-05-01T08:22:37.200,0.701,3.06,58.8,224.5,226.7,50.89,1.504,768.7,normal
2026-05-01T08:22:37.300,0.711,2.79,60.3,224.0,238.8,53.51,1.543,768.6,normal
2026-05-01T08:22:37.400,0.686,2.72,60.0,224.5,222.5,49.96,1.522,766.5,normal
2026-05-01T08:22:37.500,0.708,2.95,57.3,222.0,235.0,52.18,1.55,771.7,normal
2026-05-01T08:22:37.600,0.702,3.24,60.6,222.6,230.1,51.22,1.562,769.8,normal
2026-05-01T08:22:37.700,0.696,3.23,62.0,225.0,232.5,52.31,1.55,772.0,normal
2026-05-01T08:22:37.800,0.704,2.86,59.1,222.2,229.4,50.97,1.525,768.0,normal
2026-05-01T08:22:37.900,0.701,2.67,59.3,220.3,230.3,50.72,1.556,771.3,normal
2026-05-01T08:22:38.000,0.691,2.64,62.9,223.0,223.3,49.8,1.557,768.3,normal
2026-05-01T08:22:38.100,0.685,2.62,60.5,223.7,220.9,49.43,1.539,770.8,normal
2026-05-01T08:22:38.200,0.717,2.76,61.6,223.1,235.4,52.52,1.521,770.1,normal
2026-05-01T08:22:38.300,0.707,2.44,61.5,222.4,232.6,51.73,1.58,770.6,normal
2026-05-01T08:22:38.400,0.685,2.59,60.8,222.2,222.4,49.41,1.561,762.5,normal
2026-05-01T08:22:38.500,0.707,2.55,62.8,224.9,232.3,52.25,1.504,769.5,normal
2026-05-01T08:22:38.600,0.712,2.93,60.9,221.5,233.4,51.69,1.565,768.7,normal
2026-05-01T08:22:38.700,0.709,2.95,61.5,224.8,236.0,53.03,1.556,769.4,normal
2026-05-01T08:22:38.800,0.688,2.67,59.5,221.3,222.2,49.16,1.538,762.3,normal
2026-05-01T08:22:38.900,0.696,2.9,60.8,221.9,227.9,50.59,1.543,766.3,normal
2026-05-01T08:22:39.000,0.698,3.01,60.7,221.1,230.0,50.86,1.518,768.7,normal
2026-05-01T08:22:39.100,0.677,2.82,58.2,218.1,220.0,47.98,1.575,766.9,normal
2026-05-01T08:22:39.200,0.704,2.48,59.1,222.3,229.1,50.93,1.544,768.9,normal
2026-05-01T08:22:39.300,0.695,2.74,61.0,221.5,228.2,50.55,1.546,769.3,normal
2026-05-01T08:22:39.400,0.701,3.0,58.7,222.8,234.0,52.13,1.563,767.6,normal
2026-05-01T08:22:39.500,0.698,3.13,61.5,223.2,230.9,51.54,1.521,767.7,normal
2026-05-01T08:22:39.600,0.7,2.44,62.6,223.9,228.3,51.13,1.53,768.7,normal
2026-05-01T08:22:39.700,0.72,3.01,61.0,221.1,239.2,52.87,1.562,769.3,normal
2026-05-01T08:22:39.800,0.713,2.58,61.2,220.0,234.2,51.52,1.545,769.2,normal
2026-05-01T08:22:39.900,0.715,3.26,59.3,221.5,231.1,51.19,1.582,772.1,normal
2026-05-01T08:22:40.000,0.705,3.09,61.6,224.5,235.8,52.95,1.567,769.3,normal
2026-05-01T08:22:40.100,0.697,2.71,60.4,224.4,230.5,51.73,1.537,765.2,normal
2026-05-01T08:22:40.200,0.692,3.04,61.4,218.2,225.5,49.21,1.478,769.7,normal
2026-05-01T08:22:40.300,0.702,3.12,59.0,222.9,225.9,50.36,1.512,769.6,normal
2026-05-01T08:22:40.400,0.706,2.61,59.1,225.7,228.2,51.5,1.523,773.8,normal
2026-05-01T08:22:40.500,0.701,2.92,61.8,219.6,231.2,50.77,1.543,766.2,normal
2026-05-01T08:22:40.600,0.688,2.35,61.5,222.1,229.3,50.95,1.543,766.2,normal
2026-05-01T08:22:40.700,0.695,3.01,60.1,222.0,225.5,50.06,1.551,767.0,normal
2026-05-01T08:22:40.800,0.709,2.52,61.0,221.4,228.3,50.55,1.559,769.8,normal
2026-05-01T08:22:40.900,0.691,2.74,62.4,223.2,226.2,50.5,1.551,762.8,normal
2026-05-01T08:22:41.000,0.708,2.85,58.5,224.6,231.1,51.9,1.52,771.5,normal
2026-05-01T08:22:41.100,0.712,2.6,61.1,221.1,232.5,51.41,1.574,767.4,normal
2026-05-01T08:22:41.200,0.698,2.79,60.0,219.7,228.8,50.26,1.532,765.3,normal
2026-05-01T08:22:41.300,0.706,2.88,64.1,221.6,232.7,51.57,1.56,770.6,normal
2026-05-01T08:22:41.400,0.705,2.34,60.3,222.7,233.5,52.0,1.549,767.5,normal
2026-05-01T08:22:41.500,0.713,2.84,58.8,221.1,236.1,52.2,1.517,771.1,normal
2026-05-01T08:22:41.600,0.717,2.96,61.9,222.8,233.8,52.08,1.562,773.0,normal
2026-05-01T08:22:41.700,0.727,2.67,60.9,221.0,240.5,53.15,1.534,772.7,normal
2026-05-01T08:22:41.800,0.694,3.27,61.1,223.2,229.5,51.23,1.528,765.9,normal
2026-05-01T08:22:41.900,0.703,2.9,61.3,223.9,229.1,51.28,1.557,771.1,normal
2026-05-01T08:22:42.000,0.717,2.9,61.5,222.3,235.1,52.27,1.563,767.0,normal
2026-05-01T08:22:42.100,0.709,2.8,60.2,222.8,230.3,51.32,1.534,769.8,normal
2026-05-01T08:22:42.200,0.702,2.79,61.6,222.3,228.4,50.76,1.572,769.3,normal
2026-05-01T08:22:42.300,0.709,2.74,61.8,220.4,238.4,52.53,1.566,768.9,normal
2026-05-01T08:22:42.400,0.696,2.62,60.6,221.6,228.3,50.59,1.537,767.7,normal
2026-05-01T08:22:42.500,0.703,3.0,59.9,223.0,226.5,50.51,1.548,767.7,normal
2026-05-01T08:22:42.600,0.71,2.75,62.3,225.2,231.9,52.23,1.568,768.4,normal
2026-05-01T08:22:42.700,0.707,2.7,62.2,224.8,230.5,51.82,1.544,766.3,normal
2026-05-01T08:22:42.800,0.697,2.39,60.4,222.4,226.8,50.44,1.526,767.8,normal
2026-05-01T08:22:42.900,0.726,2.8,63.1,221.9,239.0,53.02,1.584,771.3,normal
2026-05-01T08:22:43.000,0.708,2.73,61.0,223.4,231.3,51.69,1.539,769.0,normal
2026-05-01T08:22:43.100,0.689,2.93,60.2,221.9,221.7,49.2,1.553,765.2,normal
2026-05-01T08:22:43.200,0.699,2.7,58.3,222.0,229.2,50.89,1.544,767.6,normal
2026-05-01T08:22:43.300,0.705,2.65,61.8,223.7,232.1,51.91,1.537,766.7,normal
2026-05-01T08:22:43.400,0.688,2.49,59.6,223.2,225.6,50.34,1.544,764.4,normal
2026-05-01T08:22:43.500,0.708,2.18,60.3,221.0,230.7,50.99,1.557,769.8,normal
2026-05-01T08:22:43.600,0.709,2.82,61.7,222.8,236.8,52.78,1.536,766.1,normal
2026-05-01T08:22:43.700,0.709,2.81,61.9,222.7,234.7,52.27,1.565,766.4,normal
2026-05-01T08:22:43.800,0.703,2.83,61.9,225.1,231.9,52.2,1.543,773.8,normal
2026-05-01T08:22:43.900,0.709,2.56,61.2,222.0,231.5,51.39,1.561,767.5,normal
2026-05-01T08:22:44.000,0.702,2.63,61.5,220.6,227.6,50.21,1.557,767.5,normal
2026-05-01T08:22:44.100,0.691,2.78,59.6,222.5,225.2,50.11,1.548,769.6,normal
2026-05-01T08:22:44.200,0.716,3.18,61.6,222.4,230.3,51.23,1.538,773.0,normal
2026-05-01T08:22:44.300,0.699,2.72,61.3,222.9,230.4,51.36,1.543,765.9,normal
2026-05-01T08:22:44.400,0.683,2.44,60.1,220.4,223.1,49.18,1.513,765.7,normal
2026-05-01T08:22:44.500,0.706,3.06,58.7,222.4,231.2,51.43,1.542,767.3,normal
2026-05-01T08:22:44.600,0.689,2.96,60.5,221.4,225.8,49.99,1.537,769.2,normal
2026-05-01T08:22:44.700,0.693,2.82,61.7,220.8,226.9,50.12,1.558,767.1,normal
2026-05-01T08:22:44.800,0.696,2.53,56.3,223.6,226.2,50.57,1.51,764.2,normal
2026-05-01T08:22:44.900,0.704,2.25,61.7,223.1,231.2,51.59,1.534,770.3,normal
2026-05-01T08:22:45.000,0.705,2.31,59.5,222.2,225.3,50.06,1.537,764.6,normal
2026-05-01T08:22:45.100,0.688,2.62,61.6,222.8,227.0,50.57,1.52,764.5,normal
2026-05-01T08:22:45.200,0.715,2.82,59.9,225.5,235.5,53.09,1.582,769.7,normal
2026-05-01T08:22:45.300,0.69,3.24,60.3,221.8,222.1,49.25,1.503,768.3,normal
2026-05-01T08:22:45.400,0.705,2.43,61.1,220.6,229.0,50.53,1.548,764.0,normal
2026-05-01T08:22:45.500,0.723,2.73,62.8,224.5,233.8,52.47,1.534,770.3,normal
2026-05-01T08:22:45.600,0.702,2.55,59.7,222.7,230.3,51.29,1.559,766.2,normal
2026-05-01T08:22:45.700,0.717,2.84,61.6,224.1,234.9,52.64,1.562,769.6,normal
2026-05-01T08:22:45.800,0.698,2.91,62.2,219.5,230.6,50.61,1.517,763.9,normal
2026-05-01T08:22:45.900,0.692,3.0,60.0,223.9,224.7,50.31,1.554,767.6,normal
2026-05-01T08:22:46.000,0.69,2.61,62.4,222.7,226.6,50.47,1.556,763.3,normal
2026-05-01T08:22:46.100,0.718,2.35,61.7,223.3,235.3,52.54,1.562,765.7,normal
2026-05-01T08:22:46.200,0.708,2.48,60.1,222.0,235.2,52.22,1.523,768.5,normal
2026-05-01T08:22:46.300,0.693,2.81,59.9,224.0,227.4,50.93,1.514,763.5,normal
2026-05-01T08:22:46.400,0.71,2.64,59.8,221.1,236.1,52.2,1.564,770.5,normal
2026-05-01T08:22:46.500,0.715,2.85,63.2,224.0,230.3,51.6,1.531,770.7,normal
2026-05-01T08:22:46.600,0.696,2.92,59.6,223.7,225.6,50.47,1.569,764.5,normal
2026-05-01T08:22:46.700,0.698,2.72,58.0,220.4,231.9,51.13,1.503,767.6,normal
2026-05-01T08:22:46.800,0.701,2.61,60.8,221.5,228.6,50.64,1.525,766.6,normal
2026-05-01T08:22:46.900,0.712,2.5,59.0,222.4,234.1,52.06,1.551,771.3,normal
2026-05-01T08:22:47.000,0.718,2.9,60.5,221.6,239.1,52.99,1.512,768.5,normal
2026-05-01T08:22:47.100,0.723,2.59,61.7,219.7,237.9,52.26,1.527,772.1,normal
2026-05-01T08:22:47.200,0.709,2.62,59.9,223.2,230.5,51.45,1.559,771.2,normal
2026-05-01T08:22:47.300,0.688,2.68,59.6,221.1,222.8,49.26,1.551,766.6,normal
2026-05-01T08:22:47.400,0.708,2.51,60.7,222.4,229.8,51.1,1.566,768.8,normal
2026-05-01T08:22:47.500,0.69,2.75,62.1,221.7,226.3,50.16,1.526,765.3,normal
2026-05-01T08:22:47.600,0.702,2.93,62.0,222.3,228.1,50.72,1.536,767.5,normal
2026-05-01T08:22:47.700,0.687,2.55,59.7,224.2,222.3,49.85,1.527,770.7,normal
2026-05-01T08:22:47.800,0.705,2.61,60.4,222.2,234.2,52.04,1.537,769.0,normal
2026-05-01T08:22:47.900,0.696,3.26,60.1,221.9,231.4,51.35,1.553,766.8,normal
2026-05-01T08:22:48.000,0.695,3.07,61.5,223.7,225.1,50.36,1.565,766.7,normal
2026-05-01T08:22:48.100,0.688,2.53,58.3,218.6,227.8,49.8,1.514,763.5,normal
2026-05-01T08:22:48.200,0.708,3.42,59.1,224.3,230.1,51.6,1.522,768.4,normal
2026-05-01T08:22:48.300,0.685,3.32,61.8,221.4,221.7,49.09,1.528,766.0,normal
2026-05-01T08:22:48.400,0.706,2.51,60.8,226.5,232.7,52.71,1.532,767.1,normal
2026-05-01T08:22:48.500,0.703,2.7,59.7,224.0,225.0,50.4,1.53,770.0,normal
2026-05-01T08:22:48.600,0.698,2.7,59.8,220.0,226.6,49.84,1.499,769.3,normal
2026-05-01T08:22:48.700,0.698,2.98,60.5,220.4,228.5,50.36,1.547,766.2,normal
2026-05-01T08:22:48.800,0.694,2.26,60.0,222.7,229.9,51.2,1.542,768.2,normal
2026-05-01T08:22:48.900,0.68,2.23,60.1,220.7,221.6,48.91,1.515,765.8,normal
2026-05-01T08:22:49.000,0.708,3.2,59.9,224.3,229.6,51.51,1.582,770.0,normal
2026-05-01T08:22:49.100,0.695,2.56,61.0,221.6,227.0,50.31,1.511,765.4,normal
2026-05-01T08:22:49.200,0.692,2.87,59.7,223.4,225.9,50.47,1.563,763.3,normal
2026-05-01T08:22:49.300,0.719,3.01,61.1,223.2,235.6,52.57,1.547,770.5,normal
2026-05-01T08:22:49.400,0.696,3.18,61.4,223.3,231.7,51.75,1.547,768.1,normal
2026-05-01T08:22:49.500,0.713,2.81,61.1,221.6,234.8,52.03,1.567,766.7,normal
2026-05-01T08:22:49.600,0.679,3.04,60.8,222.1,224.3,49.82,1.532,768.6,normal
2026-05-01T08:22:49.700,0.716,2.99,62.7,221.8,234.9,52.12,1.515,769.8,normal
2026-05-01T08:22:49.800,0.72,3.34,59.9,220.9,240.6,53.14,1.546,769.1,normal
2026-05-01T08:22:49.900,0.69,2.55,60.1,220.6,228.7,50.45,1.536,765.7,normal
2026-05-01T08:22:50.000,0.691,2.79,59.7,220.0,228.2,50.2,1.538,766.9,normal
2026-05-01T08:22:50.100,0.723,2.68,59.0,222.0,234.0,51.94,1.53,771.6,normal
2026-05-01T08:22:50.200,0.705,2.82,60.3,221.6,229.6,50.86,1.568,769.0,normal
2026-05-01T08:22:50.300,0.693,2.78,61.1,223.6,228.5,51.1,1.565,764.7,normal
2026-05-01T08:22:50.400,0.692,2.67,60.7,222.6,227.2,50.58,1.486,766.3,normal
2026-05-01T08:22:50.500,0.707,2.9,59.4,221.8,230.5,51.11,1.532,768.7,normal
2026-05-01T08:22:50.600,0.692,2.77,61.7,223.4,228.1,50.95,1.528,767.6,normal
2026-05-01T08:22:50.700,0.69,2.62,59.2,221.8,228.3,50.65,1.536,766.8,normal
2026-05-01T08:22:50.800,0.689,2.85,62.1,223.7,226.9,50.74,1.52,764.4,normal
2026-05-01T08:22:50.900,0.706,2.99,61.0,222.5,231.4,51.49,1.568,768.8,normal
2026-05-01T08:22:51.000,0.71,2.97,61.9,224.5,230.2,51.67,1.537,767.1,normal
2026-05-01T08:22:51.100,0.7,2.92,61.3,222.3,230.3,51.18,1.556,766.4,normal
2026-05-01T08:22:51.200,0.691,2.92,59.2,221.6,224.1,49.66,1.48,767.9,normal
2026-05-01T08:22:51.300,0.708,2.74,60.6,223.7,232.4,51.99,1.558,771.0,normal
2026-05-01T08:22:51.400,0.707,2.98,62.5,220.9,228.6,50.51,1.517,767.0,normal
